Location,Year,Distance,Stroke,Relay?,Gender,Team,Athlete,Results,Rank,Experience,Previous_Best,Previous_Average
Paris,1924,400.0,Freestyle,0,Men,ITA,Renato Bacigalupo,,0,0.0,,
Moscow,1980,100.0,Freestyle,0,Men,FRA,Rene Ecuyer,52.01,4,0.0,,
Antwerp,1920,1500.0,Freestyle,0,Men,SUI,René Ricolfi-Doria,,0,0.0,,
Helsinki,1952,100.0,Freestyle,0,Men,AUS,Rex Aubrey,58.7,4,0.0,,
Tokyo,2020,100.0,Backstroke,0,Women,USA,Rhyan Elizabeth White,58.43,4,0.0,,
Tokyo,2020,200.0,Backstroke,0,Women,USA,Rhyan Elizabeth White,126.39,4,0.0,,
Moscow,1980,100.0,Backstroke,0,Women,GDR,Rica Reinisch,60.86,1,0.0,,
Moscow,1980,200.0,Backstroke,0,Women,GDR,Rica Reinisch,131.77,1,0.0,,
Angeles,1984,200.0,Backstroke,0,Men,ESP,Ricardo Aldabe Moreno,124.53,4,0.0,,
Atlanta,1996,50.0,Freestyle,0,Men,PUR,Ricardo Busquets Healy,22.73,4,0.0,,
Atlanta,1996,100.0,Freestyle,0,Men,PUR,Ricardo Busquets Healy,49.68,4,0.0,,
Angeles,1984,200.0,Backstroke,0,Men,BRA,Ricardo Prado,123.05,4,0.0,,
Angeles,1984,400.0,Individual medley,0,Men,BRA,Ricardo Prado,258.45,2,0.0,,
Seoul,1988,100.0,Breaststroke,0,Men,USA,Richard Alan Schroeder,62.55,4,0.0,,
Angeles,1984,200.0,Breaststroke,0,Men,USA,Richard Alan Schroeder,138.03,4,0.0,,
Rome,1960,100.0,Freestyle,0,Men,USA,Richard Bruce Hunter,55.6,4,0.0,,
Rome,1960,1500.0,Freestyle,0,Men,GBR,Richard Campion,1102.7,4,0.0,,
Melbourne,1956,100.0,Freestyle,0,Men,USA,Richard Dennis Hanley,57.6,4,0.0,,
Angeles,1984,100.0,Backstroke,0,Men,USA,Richard John Carey,55.79,1,0.0,,
Angeles,1984,200.0,Backstroke,0,Men,USA,Richard John Carey,120.23,1,0.0,,
Munich,1972,200.0,Breaststroke,0,Men,USA,Richard Phillip Jr. Colella,144.28,4,0.0,,
Montreal,1976,200.0,Breaststroke,0,Men,USA,Richard Phillip Jr. Colella,139.2,3,1.0,144.28,144.28
Rome,1960,100.0,Freestyle,0,Men,CAN,Richard W. Pound,56.3,4,0.0,,
Tokyo,1964,400.0,Individual medley,0,Men,USA,Richard William Roth,285.4,1,0.0,,
Munich,1972,400.0,Freestyle,0,Men,USA,Rick Demont,,0,0.0,,
Sydney,2000,200.0,Freestyle,0,Men,CAN,Rick Say,108.759999,4,0.0,,
Athens,2004,200.0,Freestyle,0,Men,CAN,Rick Say,107.55,4,1.0,108.759999,108.759999
Beijing,2008,200.0,Breaststroke,0,Women,JPN,Rie Kaneto,145.14,4,0.0,,
Barcelona,1992,100.0,Butterfly,0,Women,JPN,Rie Shito,61.16,2,0.0,,
Barcelona,1992,200.0,Butterfly,0,Women,JPN,Rie Shito,130.24,4,0.0,,
Paris,1924,100.0,Backstroke,0,Women,DEN,Rigmor Olsen,,0,0.0,,
Rio,2016,100.0,Butterfly,0,Women,JPN,Rikako Ikee,56.86,4,0.0,,
London,2012,100.0,Breaststroke,0,Women,DEN,Rikke Moller Pedersen,67.55,4,0.0,,
London,2012,200.0,Breaststroke,0,Women,DEN,Rikke Moller Pedersen,141.65,4,0.0,,
Beijing,2008,200.0,Freestyle,0,Men,GBR,Robbie Renwick,107.47,4,0.0,,
London,2012,200.0,Freestyle,0,Men,GBR,Robbie Renwick,106.53,4,1.0,107.47,107.47
City,1968,100.0,Backstroke,0,Men,NED,Robert (Bob) Schoutsen,61.8,4,0.0,,
Tokyo,1964,100.0,Freestyle,0,Men,GBR,Robert Bilsland Mcgregor,53.5,2,0.0,,
City,1968,100.0,Freestyle,0,Men,GBR,Robert Bilsland Mcgregor,53.5,4,1.0,53.5,53.5
Seoul,1988,200.0,Individual medley,0,Men,AUS,Robert Bruce,124.34,4,0.0,,
Melbourne,1956,100.0,Backstroke,0,Men,FRA,Robert Christophe,64.9,4,0.0,,
Rome,1960,100.0,Backstroke,0,Men,FRA,Robert Christophe,63.2,4,1.0,64.9,64.9
City,1968,100.0,Butterfly,0,Men,AUS,Robert Cusack,59.8,4,0.0,,
Angeles,1932,100.0,Backstroke,0,Men,USA,Robert Daniel Zehr,70.9,4,0.0,,
Barcelona,1992,200.0,Butterfly,0,Men,ROU,Robert Doru Pinter,119.34,4,0.0,,
Rome,1960,100.0,Backstroke,0,Men,USA,Robert Earl Bennett,62.3,3,0.0,,
Tokyo,1964,200.0,Backstroke,0,Men,USA,Robert Earl Bennett,133.1,3,0.0,,
London,1948,100.0,Backstroke,0,Men,USA,Robert Elmer Cowell,66.5,2,0.0,,
Tokyo,2020,800.0,Freestyle,0,Men,USA,Robert Finke,461.87,1,0.0,,
Tokyo,2020,1500.0,Freestyle,0,Men,USA,Robert Finke,879.65,1,0.0,,
City,1968,200.0,Freestyle,0,Men,AUS,Robert George Windle,120.9,4,0.0,,
Tokyo,1964,1500.0,Freestyle,0,Men,AUS,Robert George Windle,1021.7,1,0.0,,
Rio,2016,100.0,Backstroke,0,Men,ROU,Robert Glinta,53.5,4,0.0,,
Tokyo,2020,100.0,Backstroke,0,Men,ROU,Robert Glinta,52.95,4,1.0,53.5,53.5
Berlin,1936,400.0,Freestyle,0,Men,GBR,Robert Hanford Joachim Leivers,300.9,4,0.0,,
Berlin,1936,1500.0,Freestyle,0,Men,GBR,Robert Hanford Joachim Leivers,1197.4,4,0.0,,
London,1948,200.0,Breaststroke,0,Men,USA,Robert Raymond Sohl,163.9,4,0.0,,
Montreal,1976,200.0,Backstroke,0,Men,HUN,Robert Rudolf,127.3,4,0.0,,
Montreal,1976,100.0,Backstroke,0,Men,USA,Robert Scott Jackson,57.69,4,0.0,,
Paris,1924,200.0,Breaststroke,0,Men,USA,Robert Skelton,176.6,1,0.0,,
Munich,1972,200.0,Freestyle,0,Men,USA,Robert Steven Genter,113.729999,2,0.0,,
Munich,1972,400.0,Freestyle,0,Men,USA,Robert Steven Genter,241.94,2,0.0,,
Montreal,1976,1500.0,Freestyle,0,Men,USA,Robert William Hackett,903.91,2,0.0,,
Angeles,1932,100.0,Backstroke,0,Men,USA,Robert William Kerber,72.8,4,0.0,,
Angeles,1984,400.0,Individual medley,0,Men,AUS,Robert Woodhouse,260.5,3,0.0,,
Paris,1924,200.0,Breaststroke,0,Men,SUI,Robert Wyss,185.6,4,0.0,,
Moscow,1980,200.0,Breaststroke,0,Men,URS,Robertas Žulpa,135.85,1,0.0,,
Angeles,1932,100.0,Backstroke,0,Men,ARG,Roberto Guillermo Peper,,0,0.0,,
Rome,1960,200.0,Breaststroke,0,Men,ITA,Roberto Lazzari,160.1,4,0.0,,
Angeles,1984,200.0,Individual medley,0,Men,GBR,Robin Brew,124.52,4,0.0,,
Munich,1972,200.0,Butterfly,0,Men,USA,Robin James Backhaus,123.23,3,0.0,,
Montreal,1976,400.0,Individual medley,0,Men,USA,Rodney Strachan,263.68,1,0.0,,
Barcelona,1992,100.0,Backstroke,0,Men,CUB,Rodolfo Falcon Cabrera,55.76,4,0.0,,
Atlanta,1996,100.0,Backstroke,0,Men,CUB,Rodolfo Falcon Cabrera,54.98,2,1.0,55.76,55.76
Atlanta,1996,200.0,Backstroke,0,Men,CUB,Rodolfo Falcon Cabrera,128.139999,4,0.0,,
Montreal,1976,100.0,Butterfly,0,Men,GDR,Roger Pyttel,55.09,4,0.0,,
Moscow,1980,100.0,Butterfly,0,Men,GDR,Roger Pyttel,54.94,2,1.0,55.09,55.09
Montreal,1976,200.0,Butterfly,0,Men,GDR,Roger Pyttel,120.02,4,0.0,,
Moscow,1980,200.0,Butterfly,0,Men,GDR,Roger Pyttel,121.39,3,1.0,120.02,120.02
Seoul,1988,200.0,Backstroke,0,Men,BRA,Rogerio Romero,122.28,4,0.0,,
Sydney,2000,200.0,Backstroke,0,Men,BRA,Rogerio Romero,119.27,4,1.0,122.28,122.28
City,1968,100.0,Backstroke,0,Men,GDR,Roland Matthes,58.7,4,0.0,,
Munich,1972,100.0,Backstroke,0,Men,GDR,Roland Matthes,56.58,2,1.0,58.7,58.7
Montreal,1976,100.0,Backstroke,0,Men,GDR,Roland Matthes,57.22,3,2.0,56.58,57.64
Munich,1972,100.0,Butterfly,0,Men,GDR,Roland Matthes,55.87,4,0.0,,
Montreal,1976,100.0,Butterfly,0,Men,GDR,Roland Matthes,55.11,4,1.0,55.87,55.87
City,1968,200.0,Backstroke,0,Men,GDR,Roland Matthes,129.6,1,0.0,,
Munich,1972,200.0,Backstroke,0,Men,GDR,Roland Matthes,122.82,1,1.0,129.6,129.6
Athens,2004,50.0,Freestyle,0,Men,RSA,Roland Schoeman,22.02,3,0.0,,
Beijing,2008,50.0,Freestyle,0,Men,RSA,Roland Schoeman,21.67,4,1.0,22.02,22.02
London,2012,50.0,Freestyle,0,Men,RSA,Roland Schoeman,21.8,4,2.0,21.67,21.845
Athens,2004,100.0,Freestyle,0,Men,RSA,Roland Schoeman,48.23,2,0.0,,
Sydney,2000,100.0,Breaststroke,0,Men,RUS,Roman Sloudnov,60.91,3,0.0,,
Beijing,2008,100.0,Breaststroke,0,Men,RUS,Roman Sloudnov,59.87,4,1.0,60.91,60.91
Barcelona,1992,200.0,Individual medley,0,Men,USA,Ron Karnaugh,122.18,4,0.0,,
Moscow,1980,200.0,Freestyle,0,Men,AUS,Ron Mckeon,112.6,4,0.0,,
Moscow,1980,400.0,Freestyle,0,Men,AUS,Ron Mckeon,237.0,4,0.0,,
Angeles,1984,400.0,Freestyle,0,Men,AUS,Ron Mckeon,235.48,4,1.0,237.0,237.0
Helsinki,1952,100.0,Freestyle,0,Men,USA,Ronald Francis Gora,58.8,4,0.0,,
City,1968,100.0,Backstroke,0,Men,USA,Ronald P. Mills,60.5,2,0.0,,
Rome,1960,100.0,Backstroke,0,Women,FRA,Rose Piacentini,71.4,3,0.0,,
Montreal,1976,100.0,Butterfly,0,Women,GDR,Rosemarie Kother-Gabriel,61.56,4,0.0,,
Munich,1972,200.0,Butterfly,0,Women,GDR,Rosemarie Kother-Gabriel,137.11,4,0.0,,
Montreal,1976,200.0,Butterfly,0,Women,GDR,Rosemarie Kother-Gabriel,132.86,3,1.0,137.11,137.11
Montreal,1976,800.0,Freestyle,0,Women,AUS,Rosemary Milgate,527.21,4,0.0,,
City,1968,100.0,Butterfly,0,Men,USA,Ross Elliott Wales,57.2,3,0.0,,
Munich,1972,100.0,Butterfly,0,Women,GDR,Roswitha Beier,63.61,2,0.0,,
Sydney,2000,100.0,Backstroke,0,Women,FRA,Roxana Maracineanu,61.1,4,0.0,,
Sydney,2000,200.0,Backstroke,0,Women,FRA,Roxana Maracineanu,130.25,2,0.0,,
Tokyo,1964,400.0,Freestyle,0,Men,USA,Roy Allen Saari,256.7,4,0.0,,
Tokyo,1964,400.0,Individual medley,0,Men,USA,Roy Allen Saari,287.1,2,0.0,,
Tokyo,1964,1500.0,Freestyle,0,Men,USA,Roy Allen Saari,1049.2,4,0.0,,
Tokyo,1964,400.0,Freestyle,0,Men,AUS,Russell Phegan,260.2,4,0.0,,
Tokyo,1964,1500.0,Freestyle,0,Men,AUS,Russell Phegan,1042.4,4,0.0,,
London,2012,100.0,Breaststroke,0,Women,LTU,Ruta Meilutyte,65.47,1,0.0,,
Rio,2016,100.0,Breaststroke,0,Women,LTU,Ruta Meilutyte,67.319999,4,1.0,65.47,65.47
Beijing,2008,1500.0,Freestyle,0,Men,CAN,Ryan Cochrane,882.69,3,0.0,,
London,2012,1500.0,Freestyle,0,Men,CAN,Ryan Cochrane,879.63,2,1.0,882.69,882.69
Rio,2016,1500.0,Freestyle,0,Men,CAN,Ryan Cochrane,889.61,4,2.0,879.63,881.1600000000001
Beijing,2008,200.0,Backstroke,0,Men,USA,Ryan Lochte,113.94,1,0.0,,
London,2012,200.0,Backstroke,0,Men,USA,Ryan Lochte,113.94,3,1.0,113.94,113.94
London,2012,200.0,Freestyle,0,Men,USA,Ryan Lochte,105.039999,4,0.0,,
Athens,2004,200.0,Individual medley,0,Men,USA,Ryan Lochte,118.78,2,0.0,,
Beijing,2008,200.0,Individual medley,0,Men,USA,Ryan Lochte,116.53,3,1.0,118.78,118.78
London,2012,200.0,Individual medley,0,Men,USA,Ryan Lochte,114.9,2,2.0,116.53,117.655
Rio,2016,200.0,Individual medley,0,Men,USA,Ryan Lochte,117.47,4,3.0,114.9,116.73666666666668
Beijing,2008,400.0,Individual medley,0,Men,USA,Ryan Lochte,248.09,3,0.0,,
London,2012,400.0,Individual medley,0,Men,USA,Ryan Lochte,245.18,1,1.0,248.09,248.09
Sydney,2000,200.0,Breaststroke,0,Men,AUS,Ryan Mitchell,134.0,4,0.0,,
Rio,2016,100.0,Backstroke,0,Men,USA,Ryan Murphy,51.97,1,0.0,,
Tokyo,2020,100.0,Backstroke,0,Men,USA,Ryan Murphy,52.19,3,1.0,51.97,51.97
Rio,2016,200.0,Backstroke,0,Men,USA,Ryan Murphy,113.62,1,0.0,,
Tokyo,2020,200.0,Backstroke,0,Men,USA,Ryan Murphy,114.15,2,1.0,113.62,113.62
London,2012,400.0,Freestyle,0,Men,AUS,Ryan Napoleon,229.25,4,0.0,,
Beijing,2008,100.0,Butterfly,0,Men,PNG,Ryan Pini,51.86,4,0.0,,
Athens,2004,100.0,Freestyle,0,Men,RSA,Ryk Neethling,48.63,4,0.0,,
Sydney,2000,400.0,Freestyle,0,Men,RSA,Ryk Neethling,228.52,4,0.0,,
Atlanta,1996,1500.0,Freestyle,0,Men,RSA,Ryk Neethling,914.63,4,0.0,,
Sydney,2000,1500.0,Freestyle,0,Men,RSA,Ryk Neethling,900.48,4,1.0,914.63,914.63
London,2012,200.0,Breaststroke,0,Men,JPN,Ryo Tateishi,128.289999,3,0.0,,
London,2012,100.0,Backstroke,0,Men,JPN,Ryosuke Irie,52.97,3,0.0,,
Rio,2016,100.0,Backstroke,0,Men,JPN,Ryosuke Irie,53.42,4,1.0,52.97,52.97
Beijing,2008,200.0,Backstroke,0,Men,JPN,Ryosuke Irie,115.72,4,0.0,,
London,2012,200.0,Backstroke,0,Men,JPN,Ryosuke Irie,113.78,2,1.0,115.72,115.72
Rio,2016,200.0,Backstroke,0,Men,JPN,Ryosuke Irie,116.36,4,2.0,113.78,114.75
Tokyo,2020,200.0,Backstroke,0,Men,JPN,Ryosuke Irie,117.32,4,3.0,113.78,115.28666666666668
Melbourne,1956,400.0,Freestyle,0,Women,HUN,Rypszima Szekely,314.2,4,0.0,,
Tokyo,2020,200.0,Breaststroke,0,Men,JPN,Ryuya Mura,128.419999,4,0.0,,
Atlanta,1996,400.0,Individual medley,0,Women,GER,Sabine Herbst,283.78,4,0.0,,
Montreal,1976,400.0,Freestyle,0,Women,GDR,Sabine Kahle,260.42,4,0.0,,
Montreal,1976,400.0,Individual medley,0,Women,GDR,Sabine Kahle,293.5,4,0.0,,
City,1968,200.0,Individual medley,0,Women,GDR,Sabine Steinbach,151.4,3,0.0,,
City,1968,400.0,Individual medley,0,Women,GDR,Sabine Steinbach,325.3,3,0.0,,
Berlin,1936,200.0,Breaststroke,0,Men,JPN,Saburo Ito,167.6,4,0.0,,
Athens,2004,400.0,Freestyle,0,Women,JPN,Sachiko Yamada,250.91,4,0.0,,
Sydney,2000,800.0,Freestyle,0,Women,JPN,Sachiko Yamada,517.39,4,0.0,,
Rio,2016,400.0,Individual medley,0,Women,JPN,Sakiko Shimizu,278.06,4,0.0,,
Athens,2004,50.0,Freestyle,0,Men,ALG,Salim Iles,22.37,4,0.0,,
Athens,2004,100.0,Freestyle,0,Men,ALG,Salim Iles,49.3,4,0.0,,
London,2012,200.0,Breaststroke,0,Women,AUS,Sally Foster,146.0,4,0.0,,
Paris,1924,100.0,Freestyle,0,Men,USA,Sam Kahanamoku,61.8,2,0.0,,
Barcelona,1992,100.0,Breaststroke,0,Women,AUS,Samantha Linette Riley,69.25,3,0.0,,
Atlanta,1996,100.0,Breaststroke,0,Women,AUS,Samantha Linette Riley,69.18,3,1.0,69.25,69.25
Atlanta,1996,200.0,Breaststroke,0,Women,AUS,Samantha Linette Riley,147.91,4,0.0,,
Angeles,1984,200.0,Butterfly,0,Women,GBR,Samantha Paula Purvis,132.33,4,0.0,,
Montreal,1976,400.0,Freestyle,0,Men,HUN,Sandor Nagy,237.81,4,0.0,,
Moscow,1980,400.0,Freestyle,0,Men,HUN,Sandor Nagy,236.829999,4,1.0,237.81,237.81
Moscow,1980,100.0,Backstroke,0,Men,HUN,Sandor Wladar,57.84,4,0.0,,
Moscow,1980,200.0,Backstroke,0,Men,HUN,Sandor Wladar,121.93,1,0.0,,
Melbourne,1956,400.0,Freestyle,0,Women,AUS,Sandra Anne Morgan,314.3,4,0.0,,
Atlanta,1996,50.0,Freestyle,0,Women,GER,Sandra Voelker,25.14,3,0.0,,
Sydney,2000,50.0,Freestyle,0,Women,GER,Sandra Voelker,25.27,4,1.0,25.14,25.14
Atlanta,1996,100.0,Freestyle,0,Women,GER,Sandra Voelker,54.88,2,0.0,,
Amsterdam,1928,100.0,Backstroke,0,Men,ITA,Sante Omero,,0,0.0,,
City,1968,200.0,Backstroke,0,Men,ESP,Santiago Esteva Escoda,132.9,4,0.0,,
Rio,2016,100.0,Freestyle,0,Men,CAN,Santo Condorelli,47.88,4,0.0,,
Melbourne,1956,100.0,Backstroke,0,Women,CAN,Sara Barber-Jenkins,74.3,4,0.0,,
Melbourne,1956,100.0,Butterfly,0,Women,CAN,Sara Barber-Jenkins,78.4,4,0.0,,
Beijing,2008,200.0,Freestyle,0,Women,SLO,Sara Isakovic,114.97,2,0.0,,
Beijing,2008,200.0,Breaststroke,0,Women,NOR,Sara Nordenstam,143.02,3,0.0,,
Amsterdam,1928,400.0,Freestyle,0,Women,GBR,Sarah Gillow Marshal Stewart,367.0,4,0.0,,
Angeles,1984,400.0,Freestyle,0,Women,GBR,Sarah Hardcastle,250.27,2,0.0,,
Angeles,1984,800.0,Freestyle,0,Women,GBR,Sarah Hardcastle,512.6,3,0.0,,
Atlanta,1996,800.0,Freestyle,0,Women,GBR,Sarah Hardcastle,521.75,4,1.0,512.6,512.6
Rio,2016,800.0,Freestyle,0,Women,GER,Sarah Kohler,507.75,4,0.0,,
Tokyo,2020,800.0,Freestyle,0,Women,GER,Sarah Kohler,504.56,4,1.0,507.75,507.75
Tokyo,2020,1500.0,Freestyle,0,Women,GER,Sarah Kohler,942.91,3,0.0,,
Sydney,2000,100.0,Breaststroke,0,Women,RSA,Sarah Poewe,67.849999,4,0.0,,
Athens,2004,100.0,Breaststroke,0,Women,GER,Sarah Poewe,67.53,4,1.0,67.849999,67.849999
Sydney,2000,200.0,Breaststroke,0,Women,RSA,Sarah Poewe,145.72,4,0.0,,
Atlanta,1996,100.0,Freestyle,0,Women,AUS,Sarah Ryan,55.85,4,0.0,,
Tokyo,2020,50.0,Freestyle,0,Women,SWE,Sarah Sjoestroem,24.07,2,0.0,,
Tokyo,2020,100.0,Butterfly,0,Women,SWE,Sarah Sjoestroem,56.91,4,0.0,,
Tokyo,2020,100.0,Freestyle,0,Women,SWE,Sarah Sjoestroem,52.68,4,0.0,,
London,2012,100.0,Butterfly,0,Women,SWE,Sarah Sjostrom,57.17,4,0.0,,
Rio,2016,100.0,Butterfly,0,Women,SWE,Sarah Sjostrom,55.48,2,1.0,57.17,57.17
Rio,2016,100.0,Freestyle,0,Women,SWE,Sarah Sjostrom,52.99,3,0.0,,
Rio,2016,200.0,Freestyle,0,Women,SWE,Sarah Sjostrom,114.08,2,0.0,,
Amsterdam,1928,100.0,Freestyle,0,Women,HUN,Sarolta Stieber,,0,0.0,,
Rome,1960,100.0,Backstroke,0,Women,JPN,Satoko Tanaka,71.4,3,0.0,,
Tokyo,1964,100.0,Backstroke,0,Women,JPN,Satoko Tanaka,68.599999,4,1.0,71.4,71.4
London,2012,100.0,Breaststroke,0,Women,JPN,Satomi Suzuki,66.459999,3,0.0,,
London,2012,200.0,Breaststroke,0,Women,JPN,Satomi Suzuki,140.72,2,0.0,,
City,1968,100.0,Butterfly,0,Men,JPN,Satoshi Maruya,58.6,4,0.0,,
Atlanta,1996,200.0,Butterfly,0,Men,AUS,Scott Goodman,117.479999,3,0.0,,
Atlanta,1996,100.0,Butterfly,0,Men,AUS,Scott Miller,52.53,2,0.0,,
Atlanta,1996,200.0,Butterfly,0,Men,AUS,Scott Miller,118.28,4,0.0,,
Beijing,2008,200.0,Breaststroke,0,Men,USA,Scott Spann,129.759999,4,0.0,,
Athens,2004,200.0,Breaststroke,0,Men,USA,Scott Usher,131.949999,4,0.0,,
London,2012,200.0,Breaststroke,0,Men,USA,Scott Weltz,129.02,4,0.0,,
Seoul,1988,100.0,Backstroke,0,Men,CAN,Sean Murphy,56.32,4,0.0,,
London,2012,100.0,Freestyle,0,Men,NED,Sebastiaan Verschuren,47.88,4,0.0,,
Barcelona,1992,400.0,Freestyle,0,Men,GER,Sebastian Wiese,229.06,4,0.0,,
City,1968,200.0,Freestyle,0,Men,URS,Semyon Belits-Geiman,121.5,4,0.0,,
Tokyo,1964,400.0,Freestyle,0,Men,URS,Semyon Belits-Geiman,261.399999,4,0.0,,
Moscow,1980,200.0,Butterfly,0,Men,URS,Sergei Fesenko,119.759999,1,0.0,,
Moscow,1980,400.0,Individual medley,0,Men,URS,Sergei Fesenko,263.43,2,0.0,,
Moscow,1980,100.0,Freestyle,0,Men,URS,Sergei Koplyakov,51.34,4,0.0,,
Moscow,1980,200.0,Freestyle,0,Men,URS,Sergei Koplyakov,109.81,1,0.0,,
Moscow,1980,100.0,Freestyle,0,Men,URS,Sergei Krasiuk,51.8,4,0.0,,
Seoul,1988,100.0,Backstroke,0,Men,URS,Sergei Zabolotnov,55.37,4,0.0,,
Seoul,1988,200.0,Backstroke,0,Men,URS,Sergei Zabolotnov,120.52,4,0.0,,
Barcelona,1992,400.0,Individual medley,0,Men,EUN,Serghei Mariniuc,262.93,4,0.0,,
Atlanta,1996,400.0,Individual medley,0,Men,MDA,Serghei Mariniuc,261.149999,4,1.0,262.93,262.93
Seoul,1988,200.0,Breaststroke,0,Men,ESP,Sergio Lopez Miro,135.21,3,0.0,,
Barcelona,1992,200.0,Breaststroke,0,Men,ESP,Sergio Lopez Miro,133.289999,4,1.0,135.21,135.21
Tokyo,2020,800.0,Freestyle,0,Men,UKR,Serhii Frolov,465.11,4,0.0,,
Tokyo,2020,1500.0,Freestyle,0,Men,UKR,Serhii Frolov,904.26,4,0.0,,
London,1948,400.0,Freestyle,0,Men,ARG,Severo Alfredo Yantorno,298.7,4,0.0,,
Munich,1972,100.0,Freestyle,0,Women,AUS,Shane Gould,59.06,4,0.0,,
Munich,1972,200.0,Freestyle,0,Women,AUS,Shane Gould,123.56,1,0.0,,
Munich,1972,200.0,Individual medley,0,Women,AUS,Shane Gould,143.07,1,0.0,,
Munich,1972,400.0,Freestyle,0,Women,AUS,Shane Gould,259.04,1,0.0,,
Munich,1972,800.0,Freestyle,0,Women,AUS,Shane Gould,536.39,2,0.0,,
Montreal,1976,400.0,Freestyle,0,Women,CAN,Shannon Smith,254.6,3,0.0,,
Montreal,1976,800.0,Freestyle,0,Women,CAN,Shannon Smith,528.15,4,0.0,,
Tokyo,1964,400.0,Individual medley,0,Women,USA,Sharon Evans Finneran,324.1,2,0.0,,
Angeles,1984,200.0,Breaststroke,0,Women,AUS,Sharon Kellett,153.6,4,0.0,,
City,1968,100.0,Breaststroke,0,Women,USA,Sharon Lynn Wichman,76.1,3,0.0,,
City,1968,200.0,Breaststroke,0,Women,USA,Sharon Lynn Wichman,164.4,1,0.0,,
Tokyo,1964,100.0,Butterfly,0,Women,USA,Sharon Marie Stouder,64.7,1,0.0,,
Tokyo,1964,100.0,Freestyle,0,Women,USA,Sharon Marie Stouder,59.9,4,0.0,,
Moscow,1980,400.0,Individual medley,0,Women,GBR,Sharron Elizabeth Davies,286.83,2,0.0,,
Rome,1960,100.0,Butterfly,0,Women,GBR,Sheila Watt,73.3,4,0.0,,
City,1968,200.0,Individual medley,0,Women,GBR,Shelagh Hudson Ratcliffe,,0,0.0,,
City,1968,400.0,Individual medley,0,Women,GBR,Shelagh Hudson Ratcliffe,330.5,4,0.0,,
Melbourne,1956,100.0,Butterfly,0,Women,USA,Shelley Isabel Mann,71.0,1,0.0,,
Melbourne,1956,100.0,Freestyle,0,Women,USA,Shelley Isabel Mann,65.599999,4,0.0,,
Berlin,1936,100.0,Freestyle,0,Men,JPN,Shigeo Arai,58.0,3,0.0,,
Tokyo,1964,200.0,Backstroke,0,Men,JPN,Shigeo Fukushima,133.199999,4,0.0,,
Angeles,1932,200.0,Breaststroke,0,Men,JPN,Shigeo Nakagawa,172.8,4,0.0,,
Sydney,2000,400.0,Individual medley,0,Men,JPN,Shinya Taniguchi,260.93,4,0.0,,
Munich,1972,100.0,Freestyle,0,Women,USA,Shirley Farber Babashoff,59.02,4,0.0,,
Montreal,1976,100.0,Freestyle,0,Women,USA,Shirley Farber Babashoff,56.95,4,1.0,59.02,59.02
Munich,1972,200.0,Freestyle,0,Women,USA,Shirley Farber Babashoff,124.33,2,0.0,,
Montreal,1976,200.0,Freestyle,0,Women,USA,Shirley Farber Babashoff,121.22,2,1.0,124.33,124.33
Munich,1972,400.0,Freestyle,0,Women,USA,Shirley Farber Babashoff,263.589999,4,0.0,,
Montreal,1976,400.0,Freestyle,0,Women,USA,Shirley Farber Babashoff,250.46,2,1.0,263.589999,263.589999
Montreal,1976,800.0,Freestyle,0,Women,USA,Shirley Farber Babashoff,517.59,2,0.0,,
Helsinki,1952,1500.0,Freestyle,0,Men,JPN,Shiro Hashizume,1121.4,2,0.0,,
London,2012,200.0,Individual medley,0,Women,CHN,Shiwen Ye,127.57,1,0.0,,
Rio,2016,200.0,Individual medley,0,Women,CHN,Shiwen Ye,133.56,4,1.0,127.57,127.57
London,2012,400.0,Individual medley,0,Women,CHN,Shiwen Ye,268.43,1,0.0,,
Berlin,1936,400.0,Freestyle,0,Men,JPN,Shozo Makino,288.1,3,0.0,,
Angeles,1932,1500.0,Freestyle,0,Men,JPN,Shozo Makino,1154.1,2,0.0,,
Rio,2016,200.0,Individual medley,0,Men,CHN,Shun Wang,117.05,3,0.0,,
Tokyo,2020,200.0,Individual medley,0,Men,CHN,Shun Wang,115.0,1,1.0,117.05,117.05
Berlin,1936,400.0,Freestyle,0,Men,JPN,Shunpei Uto,285.6,2,0.0,,
Berlin,1936,1500.0,Freestyle,0,Men,JPN,Shunpei Uto,1174.5,3,0.0,,
Seoul,1988,100.0,Breaststroke,0,Women,GDR,Silke Hörner,68.83,3,0.0,,
Seoul,1988,200.0,Breaststroke,0,Women,GDR,Silke Hörner,146.71,1,0.0,,
Munich,1972,100.0,Backstroke,0,Women,FRG,Silke Pielen,67.36,4,0.0,,
Seoul,1988,100.0,Backstroke,0,Women,CRC,Silvia Poll Ahrens,63.34,4,0.0,,
Seoul,1988,100.0,Freestyle,0,Women,CRC,Silvia Poll Ahrens,55.9,4,0.0,,
Barcelona,1992,200.0,Backstroke,0,Women,CRC,Silvia Poll Ahrens,132.97,4,0.0,,
Seoul,1988,200.0,Freestyle,0,Women,CRC,Silvia Poll Ahrens,118.67,2,0.0,,
Moscow,1980,200.0,Breaststroke,0,Women,GDR,Silvia Rinka,155.38,4,0.0,,
Athens,2004,200.0,Freestyle,0,Men,GBR,Simon Burnett,108.02,4,0.0,,
Athens,2004,200.0,Backstroke,0,Men,FRA,Simon Dufour,118.49,4,0.0,,
Athens,2004,800.0,Freestyle,0,Women,ROU,Simona Paduraru,517.02,4,0.0,,
